[2026-08-21 16:03:18][INFO] 
------------------------ training training_args ------------------------
    backward-compute................................: 2364.45
    batch-generator.................................: 1.45
    nan-grad-cleanup................................: 13.30
    grad-clip.......................................: 33.26
    optimizer.......................................: 84.34
    optimizer-inner-step............................: 84.23
    optimizer-scheduler-step........................: 0.09
    optimizer-zero-grad.............................: 0.43
[2026-08-21 16:33:14][INFO] iteration      581/    1000 | consumed samples:        55776 | elapsed time per iteration (ms): 2364.7 | throughput (samples/sec/per_device): 5.075 | learning rate: 1.013390E-05 | global batch size:    96 | action loss: 1.690649E-01 | loss scale: 1.0 | grad norm: 0.655216 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:20][INFO] iteration      582/    1000 | consumed samples:        55872 | elapsed time per iteration (ms): 6377.2 | throughput (samples/sec/per_device): 1.882 | learning rate: 1.009694E-05 | global batch size:    96 | action loss: 2.170300E-01 | loss scale: 1.0 | grad norm: 0.657345 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:23][INFO] iteration      583/    1000 | consumed samples:        55968 | elapsed time per iteration (ms): 2514.6 | throughput (samples/sec/per_device): 4.772 | learning rate: 1.006000E-05 | global batch size:    96 | action loss: 1.586115E-01 | loss scale: 1.0 | grad norm: 0.579609 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:26][INFO] iteration      584/    1000 | consumed samples:        56064 | elapsed time per iteration (ms): 2860.6 | throughput (samples/sec/per_device): 4.195 | learning rate: 1.002310E-05 | global batch size:    96 | action loss: 1.594813E-01 | loss scale: 1.0 | grad norm: 0.569554 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:31][INFO] iteration      585/    1000 | consumed samples:        56160 | elapsed time per iteration (ms): 5110.1 | throughput (samples/sec/per_device): 2.348 | learning rate: 9.986224E-06 | global batch size:    96 | action loss: 1.471550E-01 | loss scale: 1.0 | grad norm: 0.552748 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:33][INFO] iteration      586/    1000 | consumed samples:        56256 | elapsed time per iteration (ms): 2256.1 | throughput (samples/sec/per_device): 5.319 | learning rate: 9.949380E-06 | global batch size:    96 | action loss: 1.591000E-01 | loss scale: 1.0 | grad norm: 0.585645 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:35][INFO] iteration      587/    1000 | consumed samples:        56352 | elapsed time per iteration (ms): 2236.5 | throughput (samples/sec/per_device): 5.365 | learning rate: 9.912567E-06 | global batch size:    96 | action loss: 1.834792E-01 | loss scale: 1.0 | grad norm: 0.611750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:38][INFO] iteration      588/    1000 | consumed samples:        56448 | elapsed time per iteration (ms): 2861.0 | throughput (samples/sec/per_device): 4.194 | learning rate: 9.875784E-06 | global batch size:    96 | action loss: 2.128387E-01 | loss scale: 1.0 | grad norm: 0.629292 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:42][INFO] iteration      589/    1000 | consumed samples:        56544 | elapsed time per iteration (ms): 3999.8 | throughput (samples/sec/per_device): 3.000 | learning rate: 9.839033E-06 | global batch size:    96 | action loss: 1.580589E-01 | loss scale: 1.0 | grad norm: 0.633569 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:45][INFO] iteration      590/    1000 | consumed samples:        56640 | elapsed time per iteration (ms): 2851.2 | throughput (samples/sec/per_device): 4.209 | learning rate: 9.802314E-06 | global batch size:    96 | action loss: 1.482317E-01 | loss scale: 1.0 | grad norm: 0.580056 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:48][INFO] iteration      591/    1000 | consumed samples:        56736 | elapsed time per iteration (ms): 2729.4 | throughput (samples/sec/per_device): 4.397 | learning rate: 9.765627E-06 | global batch size:    96 | action loss: 1.690764E-01 | loss scale: 1.0 | grad norm: 0.629324 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:51][INFO] iteration      592/    1000 | consumed samples:        56832 | elapsed time per iteration (ms): 3642.3 | throughput (samples/sec/per_device): 3.295 | learning rate: 9.728973E-06 | global batch size:    96 | action loss: 1.562337E-01 | loss scale: 1.0 | grad norm: 0.610852 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:55][INFO] iteration      593/    1000 | consumed samples:        56928 | elapsed time per iteration (ms): 3804.5 | throughput (samples/sec/per_device): 3.154 | learning rate: 9.692352E-06 | global batch size:    96 | action loss: 1.621546E-01 | loss scale: 1.0 | grad norm: 0.594195 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:58][INFO] iteration      594/    1000 | consumed samples:        57024 | elapsed time per iteration (ms): 2916.6 | throughput (samples/sec/per_device): 4.114 | learning rate: 9.655764E-06 | global batch size:    96 | action loss: 1.405193E-01 | loss scale: 1.0 | grad norm: 0.583050 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:00][INFO] iteration      595/    1000 | consumed samples:        57120 | elapsed time per iteration (ms): 2210.2 | throughput (samples/sec/per_device): 5.429 | learning rate: 9.619209E-06 | global batch size:    96 | action loss: 1.564294E-01 | loss scale: 1.0 | grad norm: 0.558817 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:05][INFO] iteration      596/    1000 | consumed samples:        57216 | elapsed time per iteration (ms): 4765.7 | throughput (samples/sec/per_device): 2.518 | learning rate: 9.582689E-06 | global batch size:    96 | action loss: 1.652601E-01 | loss scale: 1.0 | grad norm: 0.554965 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:08][INFO] iteration      597/    1000 | consumed samples:        57312 | elapsed time per iteration (ms): 2555.4 | throughput (samples/sec/per_device): 4.696 | learning rate: 9.546203E-06 | global batch size:    96 | action loss: 1.753944E-01 | loss scale: 1.0 | grad norm: 0.545513 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:11][INFO] iteration      598/    1000 | consumed samples:        57408 | elapsed time per iteration (ms): 3138.6 | throughput (samples/sec/per_device): 3.823 | learning rate: 9.509752E-06 | global batch size:    96 | action loss: 1.524464E-01 | loss scale: 1.0 | grad norm: 0.525647 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:16][INFO] iteration      599/    1000 | consumed samples:        57504 | elapsed time per iteration (ms): 4793.4 | throughput (samples/sec/per_device): 2.503 | learning rate: 9.473336E-06 | global batch size:    96 | action loss: 1.632767E-01 | loss scale: 1.0 | grad norm: 0.539202 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:19][INFO] iteration      600/    1000 | consumed samples:        57600 | elapsed time per iteration (ms): 3319.7 | throughput (samples/sec/per_device): 3.615 | learning rate: 9.436955E-06 | global batch size:    96 | action loss: 1.622771E-01 | loss scale: 1.0 | grad norm: 0.533009 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:19][INFO] max time across ranks (ms):
    forward-backward................................: 3189.82
    forward-compute.................................: 700.37
    backward-compute................................: 2911.51
    batch-generator.................................: 1.41
    nan-grad-cleanup................................: 13.11
    grad-clip.......................................: 32.39
    optimizer.......................................: 84.32
    optimizer-inner-step............................: 84.23
    optimizer-scheduler-step........................: 0.07
    optimizer-zero-grad.............................: 0.47
[2026-08-21 16:34:22][INFO] iteration      601/    1000 | consumed samples:        57696 | elapsed time per iteration (ms): 3599.6 | throughput (samples/sec/per_device): 3.334 | learning rate: 9.400611E-06 | global batch size:    96 | action loss: 1.583945E-01 | loss scale: 1.0 | grad norm: 0.515509 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:28][INFO] iteration      602/    1000 | consumed samples:        57792 | elapsed time per iteration (ms): 5358.2 | throughput (samples/sec/per_device): 2.240 | learning rate: 9.364303E-06 | global batch size:    96 | action loss: 1.822438E-01 | loss scale: 1.0 | grad norm: 0.517511 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:30][INFO] iteration      603/    1000 | consumed samples:        57888 | elapsed time per iteration (ms): 2285.8 | throughput (samples/sec/per_device): 5.250 | learning rate: 9.328031E-06 | global batch size:    96 | action loss: 1.719480E-01 | loss scale: 1.0 | grad norm: 0.563707 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:32][INFO] iteration      604/    1000 | consumed samples:        57984 | elapsed time per iteration (ms): 2252.6 | throughput (samples/sec/per_device): 5.327 | learning rate: 9.291796E-06 | global batch size:    96 | action loss: 1.634230E-01 | loss scale: 1.0 | grad norm: 0.540187 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:36][INFO] iteration      605/    1000 | consumed samples:        58080 | elapsed time per iteration (ms): 3573.8 | throughput (samples/sec/per_device): 3.358 | learning rate: 9.255599E-06 | global batch size:    96 | action loss: 1.504879E-01 | loss scale: 1.0 | grad norm: 0.546520 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:39][INFO] iteration      606/    1000 | consumed samples:        58176 | elapsed time per iteration (ms): 3243.8 | throughput (samples/sec/per_device): 3.699 | learning rate: 9.219439E-06 | global batch size:    96 | action loss: 1.578148E-01 | loss scale: 1.0 | grad norm: 0.559258 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:42][INFO] iteration      607/    1000 | consumed samples:        58272 | elapsed time per iteration (ms): 3138.8 | throughput (samples/sec/per_device): 3.823 | learning rate: 9.183317E-06 | global batch size:    96 | action loss: 1.557269E-01 | loss scale: 1.0 | grad norm: 0.539678 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:45][INFO] iteration      608/    1000 | consumed samples:        58368 | elapsed time per iteration (ms): 2672.8 | throughput (samples/sec/per_device): 4.490 | learning rate: 9.147234E-06 | global batch size:    96 | action loss: 1.851394E-01 | loss scale: 1.0 | grad norm: 0.534432 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:49][INFO] iteration      609/    1000 | consumed samples:        58464 | elapsed time per iteration (ms): 4286.4 | throughput (samples/sec/per_device): 2.800 | learning rate: 9.111190E-06 | global batch size:    96 | action loss: 1.650774E-01 | loss scale: 1.0 | grad norm: 0.573247 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:51][INFO] iteration      610/    1000 | consumed samples:        58560 | elapsed time per iteration (ms): 1950.4 | throughput (samples/sec/per_device): 6.153 | learning rate: 9.075184E-06 | global batch size:    96 | action loss: 1.944017E-01 | loss scale: 1.0 | grad norm: 0.594357 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:54][INFO] iteration      611/    1000 | consumed samples:        58656 | elapsed time per iteration (ms): 2299.5 | throughput (samples/sec/per_device): 5.219 | learning rate: 9.039219E-06 | global batch size:    96 | action loss: 1.775770E-01 | loss scale: 1.0 | grad norm: 0.593813 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:34:56][INFO] iteration      612/    1000 | consumed samples:        58752 | elapsed time per iteration (ms): 2938.0 | throughput (samples/sec/per_device): 4.084 | learning rate: 9.003293E-06 | global batch size:    96 | action loss: 1.653539E-01 | loss scale: 1.0 | grad norm: 0.561240 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:35:01][INFO] iteration      613/    1000 | consumed samples:        58848 | elapsed time per iteration (ms): 4214.4 | throughput (samples/sec/per_device): 2.847 | learning rate: 8.967407E-06 | global batch size:    96 | action loss: 1.521356E-01 | loss scale: 1.0 | grad norm: 0.548171 | number of skipped iterations:   0 | number of nan iterations:   0 |
